user_id,nome,documento,telefone,uf,cluster,rec_id,rec_desc,source_rec
user_117,Yasmin Costa,525.076.628-36,(62) 98535-5205,ES,DIAMOND,item_32,Buprofezina,top products
user_118,Rafael Gomes,563.321.615-83,(52) 81189-5222,PA,GOLD,item_2,Tiodicarbe,top products
user_118,Rafael Gomes,563.321.615-83,(52) 81189-5222,PA,GOLD,item_25,Spiromesifen,top products
user_118,Rafael Gomes,563.321.615-83,(52) 81189-5222,PA,GOLD,item_32,Buprofezina,top products
user_119,Igor Ribeiro,100.257.197-62,(38) 69043-8692,AL,DIAMOND,item_2,Tiodicarbe,top products
user_119,Igor Ribeiro,100.257.197-62,(38) 69043-8692,AL,DIAMOND,item_25,Spiromesifen,top products
user_119,Igor Ribeiro,100.257.197-62,(38) 69043-8692,AL,DIAMOND,item_32,Buprofezina,top products
user_12,Daniela Souza,636.542.990-90,(29) 35465-3699,MT,SILVER,item_2,Tiodicarbe,top products
user_12,Daniela Souza,636.542.990-90,(29) 35465-3699,MT,SILVER,item_25,Spiromesifen,top products
user_12,Daniela Souza,636.542.990-90,(29) 35465-3699,MT,SILVER,item_32,Buprofezina,top products
user_120,Daniela Souza,851.069.908-06,(47) 71896-2780,BA,GOLD,item_2,Tiodicarbe,top products
user_120,Daniela Souza,851.069.908-06,(47) 71896-2780,BA,GOLD,item_25,Spiromesifen,top products
user_120,Daniela Souza,851.069.908-06,(47) 71896-2780,BA,GOLD,item_32,Buprofezina,top products
user_121,Tatiana Ferreira,991.156.405-00,(18) 77284-0268,RR,DIAMOND,item_2,Tiodicarbe,top products
user_121,Tatiana Ferreira,991.156.405-00,(18) 77284-0268,RR,DIAMOND,item_25,Spiromesifen,top products
user_121,Tatiana Ferreira,991.156.405-00,(18) 77284-0268,RR,DIAMOND,item_32,Buprofezina,top products
user_122,Nicolas Gomes,517.115.754-10,(74) 90575-9750,PB,DIAMOND,item_2,Tiodicarbe,top products
user_122,Nicolas Gomes,517.115.754-10,(74) 90575-9750,PB,DIAMOND,item_25,Spiromesifen,top products
user_122,Nicolas Gomes,517.115.754-10,(74) 90575-9750,PB,DIAMOND,item_32,Buprofezina,top products
user_123,Carlos Ribeiro,002.897.843-48,(86) 87165-6803,RO,DIAMOND,item_2,Tiodicarbe,top products
user_123,Carlos Ribeiro,002.897.843-48,(86) 87165-6803,RO,DIAMOND,item_25,Spiromesifen,top products
user_123,Carlos Ribeiro,002.897.843-48,(86) 87165-6803,RO,DIAMOND,item_32,Buprofezina,top products
user_124,Clara Souza,452.381.560-95,(33) 97359-9068,RJ,PLATINUM,item_2,Tiodicarbe,top products
user_124,Clara Souza,452.381.560-95,(33) 97359-9068,RJ,PLATINUM,item_25,Spiromesifen,top products
user_124,Clara Souza,452.381.560-95,(33) 97359-9068,RJ,PLATINUM,item_32,Buprofezina,top products
user_125,Vinicius Cardoso,821.170.958-70,(61) 24344-4156,PR,SILVER,item_2,Tiodicarbe,top products
user_125,Vinicius Cardoso,821.170.958-70,(61) 24344-4156,PR,SILVER,item_25,Spiromesifen,top products
user_125,Vinicius Cardoso,821.170.958-70,(61) 24344-4156,PR,SILVER,item_32,Buprofezina,top products
user_126,Tatiana Rocha,242.043.586-54,(12) 66647-1670,RR,DIAMOND,item_1,"2,4-D",apriori
user_126,Tatiana Rocha,242.043.586-54,(12) 66647-1670,RR,DIAMOND,item_2,Tiodicarbe,top products
user_126,Tatiana Rocha,242.043.586-54,(12) 66647-1670,RR,DIAMOND,item_25,Spiromesifen,top products
user_127,Olivia Souza,616.002.522-90,(77) 88697-3017,RO,DIAMOND,item_2,Tiodicarbe,top products
user_127,Olivia Souza,616.002.522-90,(77) 88697-3017,RO,DIAMOND,item_25,Spiromesifen,top products
user_127,Olivia Souza,616.002.522-90,(77) 88697-3017,RO,DIAMOND,item_32,Buprofezina,top products
user_128,Tatiana Ribeiro,939.507.871-62,(63) 12675-1773,AC,GOLD,item_2,Tiodicarbe,top products
user_128,Tatiana Ribeiro,939.507.871-62,(63) 12675-1773,AC,GOLD,item_25,Spiromesifen,top products
user_128,Tatiana Ribeiro,939.507.871-62,(63) 12675-1773,AC,GOLD,item_32,Buprofezina,top products
user_129,Gabriel Almeida,201.704.703-04,(22) 90271-9902,CE,PLATINUM,item_2,Tiodicarbe,apriori
user_129,Gabriel Almeida,201.704.703-04,(22) 90271-9902,CE,PLATINUM,item_5,Malationa,apriori
user_129,Gabriel Almeida,201.704.703-04,(22) 90271-9902,CE,PLATINUM,item_25,Spiromesifen,apriori
user_13,Mariana Lima,800.652.158-93,(92) 33873-2961,RO,DIAMOND,item_5,Malationa,apriori
user_13,Mariana Lima,800.652.158-93,(92) 33873-2961,RO,DIAMOND,item_25,Spiromesifen,apriori
user_13,Mariana Lima,800.652.158-93,(92) 33873-2961,RO,DIAMOND,item_6,Metomil Forte,apriori
user_130,Júlia Silva,804.055.158-26,(69) 20206-4192,RS,PLATINUM,item_2,Tiodicarbe,top products
user_130,Júlia Silva,804.055.158-26,(69) 20206-4192,RS,PLATINUM,item_25,Spiromesifen,top products
user_130,Júlia Silva,804.055.158-26,(69) 20206-4192,RS,PLATINUM,item_32,Buprofezina,top products
user_131,Karen Rocha,713.935.519-28,(72) 18883-8919,AL,SILVER,item_2,Tiodicarbe,top products
user_131,Karen Rocha,713.935.519-28,(72) 18883-8919,AL,SILVER,item_25,Spiromesifen,top products
user_131,Karen Rocha,713.935.519-28,(72) 18883-8919,AL,SILVER,item_32,Buprofezina,top products
user_132,Igor Costa,002.252.309-15,(77) 63535-8739,MS,DIAMOND,item_2,Tiodicarbe,top products
user_132,Igor Costa,002.252.309-15,(77) 63535-8739,MS,DIAMOND,item_25,Spiromesifen,top products
user_132,Igor Costa,002.252.309-15,(77) 63535-8739,MS,DIAMOND,item_32,Buprofezina,top products
user_133,Vinicius Souza,622.004.396-42,(30) 52539-9578,SE,GOLD,item_2,Tiodicarbe,top products
user_133,Vinicius Souza,622.004.396-42,(30) 52539-9578,SE,GOLD,item_25,Spiromesifen,top products
user_133,Vinicius Souza,622.004.396-42,(30) 52539-9578,SE,GOLD,item_32,Buprofezina,top products
user_134,Tatiana Nascimento,652.136.798-90,(70) 26557-6950,RO,DIAMOND,item_2,Tiodicarbe,top products
user_134,Tatiana Nascimento,652.136.798-90,(70) 26557-6950,RO,DIAMOND,item_25,Spiromesifen,top products
user_134,Tatiana Nascimento,652.136.798-90,(70) 26557-6950,RO,DIAMOND,item_32,Buprofezina,top products
user_135,Olivia Souza,971.206.501-54,(12) 77930-0231,AC,GOLD,item_2,Tiodicarbe,top products
user_135,Olivia Souza,971.206.501-54,(12) 77930-0231,AC,GOLD,item_25,Spiromesifen,top products
user_135,Olivia Souza,971.206.501-54,(12) 77930-0231,AC,GOLD,item_32,Buprofezina,top products
user_136,Rafael Almeida,357.942.423-09,(49) 19187-1084,AL,DIAMOND,item_2,Tiodicarbe,top products
user_136,Rafael Almeida,357.942.423-09,(49) 19187-1084,AL,DIAMOND,item_25,Spiromesifen,top products
user_136,Rafael Almeida,357.942.423-09,(49) 19187-1084,AL,DIAMOND,item_32,Buprofezina,top products
user_137,Mariana Martins,732.748.618-20,(83) 62745-5025,PI,GOLD,item_2,Tiodicarbe,top products
user_137,Mariana Martins,732.748.618-20,(83) 62745-5025,PI,GOLD,item_25,Spiromesifen,top products
user_137,Mariana Martins,732.748.618-20,(83) 62745-5025,PI,GOLD,item_32,Buprofezina,top products
user_138,Vinicius Cardoso,289.571.222-91,(42) 61591-4444,PE,DIAMOND,item_2,Tiodicarbe,top products
user_138,Vinicius Cardoso,289.571.222-91,(42) 61591-4444,PE,DIAMOND,item_25,Spiromesifen,top products
user_138,Vinicius Cardoso,289.571.222-91,(42) 61591-4444,PE,DIAMOND,item_32,Buprofezina,top products
user_139,Mariana Pereira,377.496.541-27,(29) 31282-8855,DF,SILVER,item_2,Tiodicarbe,top products
user_139,Mariana Pereira,377.496.541-27,(29) 31282-8855,DF,SILVER,item_25,Spiromesifen,top products
user_139,Mariana Pereira,377.496.541-27,(29) 31282-8855,DF,SILVER,item_32,Buprofezina,top products
user_14,Ana Ferreira,400.061.995-90,(42) 64558-0516,MS,GOLD,item_2,Tiodicarbe,top products
user_14,Ana Ferreira,400.061.995-90,(42) 64558-0516,MS,GOLD,item_25,Spiromesifen,top products
user_14,Ana Ferreira,400.061.995-90,(42) 64558-0516,MS,GOLD,item_32,Buprofezina,top products
user_140,Vinicius Lima,992.897.506-49,(86) 90745-6907,CE,SILVER,item_2,Tiodicarbe,top products
user_140,Vinicius Lima,992.897.506-49,(86) 90745-6907,CE,SILVER,item_25,Spiromesifen,top products
user_140,Vinicius Lima,992.897.506-49,(86) 90745-6907,CE,SILVER,item_32,Buprofezina,top products
user_141,Helena Nascimento,481.214.981-22,(63) 85934-9293,RJ,PLATINUM,item_2,Tiodicarbe,top products
user_141,Helena Nascimento,481.214.981-22,(63) 85934-9293,RJ,PLATINUM,item_25,Spiromesifen,top products
user_141,Helena Nascimento,481.214.981-22,(63) 85934-9293,RJ,PLATINUM,item_32,Buprofezina,top products
user_142,Leonardo Nascimento,243.200.975-33,(33) 98157-4390,PA,SILVER,item_2,Tiodicarbe,top products
user_142,Leonardo Nascimento,243.200.975-33,(33) 98157-4390,PA,SILVER,item_25,Spiromesifen,top products
user_142,Leonardo Nascimento,243.200.975-33,(33) 98157-4390,PA,SILVER,item_32,Buprofezina,top products
user_143,Rafael Pereira,767.031.408-65,(30) 73311-0677,MG,GOLD,item_2,Tiodicarbe,top products
user_143,Rafael Pereira,767.031.408-65,(30) 73311-0677,MG,GOLD,item_25,Spiromesifen,top products
user_143,Rafael Pereira,767.031.408-65,(30) 73311-0677,MG,GOLD,item_32,Buprofezina,top products
user_144,Mariana Ferreira,900.321.674-15,(99) 63077-3662,SC,PLATINUM,item_2,Tiodicarbe,top products
user_144,Mariana Ferreira,900.321.674-15,(99) 63077-3662,SC,PLATINUM,item_25,Spiromesifen,top products
user_144,Mariana Ferreira,900.321.674-15,(99) 63077-3662,SC,PLATINUM,item_32,Buprofezina,top products
user_145,Fernanda Cardoso,624.999.552-91,(71) 73669-7655,AL,DIAMOND,item_2,Tiodicarbe,top products
user_145,Fernanda Cardoso,624.999.552-91,(71) 73669-7655,AL,DIAMOND,item_25,Spiromesifen,top products
user_145,Fernanda Cardoso,624.999.552-91,(71) 73669-7655,AL,DIAMOND,item_32,Buprofezina,top products
user_146,Bruno Barbosa,888.350.506-40,(40) 31687-6042,ES,GOLD,item_2,Tiodicarbe,top products
user_146,Bruno Barbosa,888.350.506-40,(40) 31687-6042,ES,GOLD,item_25,Spiromesifen,top products
user_146,Bruno Barbosa,888.350.506-40,(40) 31687-6042,ES,GOLD,item_32,Buprofezina,top products
user_147,Mariana Silva,327.183.896-54,(39) 35278-9995,AM,GOLD,item_2,Tiodicarbe,top products
user_147,Mariana Silva,327.183.896-54,(39) 35278-9995,AM,GOLD,item_25,Spiromesifen,top products
user_147,Mariana Silva,327.183.896-54,(39) 35278-9995,AM,GOLD,item_32,Buprofezina,top products
user_148,Olivia Martins,891.227.022-11,(20) 70874-5835,AL,SILVER,item_2,Tiodicarbe,apriori
user_148,Olivia Martins,891.227.022-11,(20) 70874-5835,AL,SILVER,item_5,Malationa,apriori
user_148,Olivia Martins,891.227.022-11,(20) 70874-5835,AL,SILVER,item_25,Spiromesifen,apriori
user_149,Nicolas Oliveira,992.644.136-59,(18) 42488-5010,AL,GOLD,item_5,Malationa,apriori
user_149,Nicolas Oliveira,992.644.136-59,(18) 42488-5010,AL,GOLD,item_1,"2,4-D",apriori
user_149,Nicolas Oliveira,992.644.136-59,(18) 42488-5010,AL,GOLD,item_9,Dimetoato,apriori
user_15,Mariana Gomes,198.849.822-05,(74) 81204-1312,DF,SILVER,item_2,Tiodicarbe,top products
user_15,Mariana Gomes,198.849.822-05,(74) 81204-1312,DF,SILVER,item_25,Spiromesifen,top products
user_15,Mariana Gomes,198.849.822-05,(74) 81204-1312,DF,SILVER,item_32,Buprofezina,top products
user_150,Daniela Pereira,007.353.247-52,(72) 39911-9985,GO,GOLD,item_2,Tiodicarbe,top products
user_150,Daniela Pereira,007.353.247-52,(72) 39911-9985,GO,GOLD,item_25,Spiromesifen,top products
user_150,Daniela Pereira,007.353.247-52,(72) 39911-9985,GO,GOLD,item_32,Buprofezina,top products
user_151,Ana Cardoso,762.440.376-52,(56) 55551-1876,AM,SILVER,item_2,Tiodicarbe,top products
user_151,Ana Cardoso,762.440.376-52,(56) 55551-1876,AM,SILVER,item_25,Spiromesifen,top products
user_151,Ana Cardoso,762.440.376-52,(56) 55551-1876,AM,SILVER,item_32,Buprofezina,top products
user_152,Mariana Silva,261.719.957-06,(70) 37635-1311,AL,DIAMOND,item_2,Tiodicarbe,top products
user_152,Mariana Silva,261.719.957-06,(70) 37635-1311,AL,DIAMOND,item_25,Spiromesifen,top products
user_152,Mariana Silva,261.719.957-06,(70) 37635-1311,AL,DIAMOND,item_32,Buprofezina,top products
user_153,Fernanda Costa,524.302.118-98,(89) 32462-8558,RN,GOLD,item_2,Tiodicarbe,top products
user_153,Fernanda Costa,524.302.118-98,(89) 32462-8558,RN,GOLD,item_25,Spiromesifen,top products
user_153,Fernanda Costa,524.302.118-98,(89) 32462-8558,RN,GOLD,item_32,Buprofezina,top products
user_154,Yasmin Costa,596.256.532-31,(77) 13392-5363,MA,GOLD,item_2,Tiodicarbe,top products
user_154,Yasmin Costa,596.256.532-31,(77) 13392-5363,MA,GOLD,item_25,Spiromesifen,top products
user_154,Yasmin Costa,596.256.532-31,(77) 13392-5363,MA,GOLD,item_32,Buprofezina,top products
user_155,Júlia Pereira,646.945.256-72,(95) 41763-6177,RN,PLATINUM,item_2,Tiodicarbe,top products
user_155,Júlia Pereira,646.945.256-72,(95) 41763-6177,RN,PLATINUM,item_25,Spiromesifen,top products
user_155,Júlia Pereira,646.945.256-72,(95) 41763-6177,RN,PLATINUM,item_32,Buprofezina,top products
user_156,Carlos Barbosa,128.004.728-94,(75) 48587-0005,AP,PLATINUM,item_2,Tiodicarbe,apriori
user_156,Carlos Barbosa,128.004.728-94,(75) 48587-0005,AP,PLATINUM,item_5,Malationa,apriori
user_156,Carlos Barbosa,128.004.728-94,(75) 48587-0005,AP,PLATINUM,item_25,Spiromesifen,apriori
user_157,Tatiana Ribeiro,956.255.492-01,(53) 81343-2009,PE,PLATINUM,item_2,Tiodicarbe,top products
user_157,Tatiana Ribeiro,956.255.492-01,(53) 81343-2009,PE,PLATINUM,item_25,Spiromesifen,top products
user_157,Tatiana Ribeiro,956.255.492-01,(53) 81343-2009,PE,PLATINUM,item_32,Buprofezina,top products
user_158,Tatiana Almeida,102.537.457-88,(67) 59684-4741,PB,PLATINUM,item_2,Tiodicarbe,top products
user_158,Tatiana Almeida,102.537.457-88,(67) 59684-4741,PB,PLATINUM,item_25,Spiromesifen,top products
user_158,Tatiana Almeida,102.537.457-88,(67) 59684-4741,PB,PLATINUM,item_32,Buprofezina,top products
user_159,Leonardo Costa,306.684.752-01,(21) 37719-7191,BA,SILVER,item_2,Tiodicarbe,top products
user_159,Leonardo Costa,306.684.752-01,(21) 37719-7191,BA,SILVER,item_25,Spiromesifen,top products
user_159,Leonardo Costa,306.684.752-01,(21) 37719-7191,BA,SILVER,item_32,Buprofezina,top products
user_16,Clara Costa,633.902.103-10,(54) 10935-8943,MT,DIAMOND,item_2,Tiodicarbe,top products
user_16,Clara Costa,633.902.103-10,(54) 10935-8943,MT,DIAMOND,item_25,Spiromesifen,top products
user_16,Clara Costa,633.902.103-10,(54) 10935-8943,MT,DIAMOND,item_32,Buprofezina,top products
user_160,Júlia Barbosa,678.889.162-37,(18) 62621-6221,AC,DIAMOND,item_5,Malationa,apriori
user_160,Júlia Barbosa,678.889.162-37,(18) 62621-6221,AC,DIAMOND,item_25,Spiromesifen,apriori
user_160,Júlia Barbosa,678.889.162-37,(18) 62621-6221,AC,DIAMOND,item_6,Metomil Forte,apriori
user_161,Karen Ferreira,081.904.481-70,(50) 29040-7341,MA,DIAMOND,item_2,Tiodicarbe,top products
user_161,Karen Ferreira,081.904.481-70,(50) 29040-7341,MA,DIAMOND,item_25,Spiromesifen,top products
user_161,Karen Ferreira,081.904.481-70,(50) 29040-7341,MA,DIAMOND,item_32,Buprofezina,top products
user_162,Fernanda Almeida,529.721.053-86,(66) 49616-3739,RS,DIAMOND,item_2,Tiodicarbe,top products
user_162,Fernanda Almeida,529.721.053-86,(66) 49616-3739,RS,DIAMOND,item_25,Spiromesifen,top products
user_162,Fernanda Almeida,529.721.053-86,(66) 49616-3739,RS,DIAMOND,item_32,Buprofezina,top products
user_163,Daniela Oliveira,802.802.862-61,(94) 50813-1000,TO,PLATINUM,item_2,Tiodicarbe,top products
user_163,Daniela Oliveira,802.802.862-61,(94) 50813-1000,TO,PLATINUM,item_25,Spiromesifen,top products
user_163,Daniela Oliveira,802.802.862-61,(94) 50813-1000,TO,PLATINUM,item_32,Buprofezina,top products
user_164,Samuel Costa,221.028.465-33,(28) 91910-9205,AP,SILVER,item_2,Tiodicarbe,top products
user_164,Samuel Costa,221.028.465-33,(28) 91910-9205,AP,SILVER,item_25,Spiromesifen,top products
user_164,Samuel Costa,221.028.465-33,(28) 91910-9205,AP,SILVER,item_32,Buprofezina,top products
user_165,Clara Barbosa,978.001.600-56,(24) 27654-9094,RR,GOLD,item_2,Tiodicarbe,top products
user_165,Clara Barbosa,978.001.600-56,(24) 27654-9094,RR,GOLD,item_25,Spiromesifen,top products
user_165,Clara Barbosa,978.001.600-56,(24) 27654-9094,RR,GOLD,item_32,Buprofezina,top products
user_166,Paulo Rocha,310.750.632-07,(84) 92310-3744,RS,PLATINUM,item_2,Tiodicarbe,top products
user_166,Paulo Rocha,310.750.632-07,(84) 92310-3744,RS,PLATINUM,item_25,Spiromesifen,top products
user_166,Paulo Rocha,310.750.632-07,(84) 92310-3744,RS,PLATINUM,item_32,Buprofezina,top products
user_167,Olivia Ribeiro,476.239.493-05,(98) 84408-3485,PA,PLATINUM,item_1,"2,4-D",apriori
user_167,Olivia Ribeiro,476.239.493-05,(98) 84408-3485,PA,PLATINUM,item_5,Malationa,apriori
user_167,Olivia Ribeiro,476.239.493-05,(98) 84408-3485,PA,PLATINUM,item_6,Metomil Forte,apriori
user_168,Nicolas Oliveira,952.865.509-06,(15) 45941-6829,MA,GOLD,item_2,Tiodicarbe,top products
user_168,Nicolas Oliveira,952.865.509-06,(15) 45941-6829,MA,GOLD,item_25,Spiromesifen,top products
user_168,Nicolas Oliveira,952.865.509-06,(15) 45941-6829,MA,GOLD,item_32,Buprofezina,top products
user_169,Helena Melo,361.932.363-77,(99) 82266-5113,RS,SILVER,item_2,Tiodicarbe,top products
user_169,Helena Melo,361.932.363-77,(99) 82266-5113,RS,SILVER,item_25,Spiromesifen,top products
user_169,Helena Melo,361.932.363-77,(99) 82266-5113,RS,SILVER,item_32,Buprofezina,top products
user_17,Júlia Souza,166.807.636-44,(35) 23476-5140,MA,DIAMOND,item_2,Tiodicarbe,top products
user_17,Júlia Souza,166.807.636-44,(35) 23476-5140,MA,DIAMOND,item_25,Spiromesifen,top products
user_17,Júlia Souza,166.807.636-44,(35) 23476-5140,MA,DIAMOND,item_32,Buprofezina,top products
user_170,Samuel Souza,892.502.605-86,(92) 89688-5812,AP,SILVER,item_2,Tiodicarbe,top products
user_170,Samuel Souza,892.502.605-86,(92) 89688-5812,AP,SILVER,item_25,Spiromesifen,top products
user_170,Samuel Souza,892.502.605-86,(92) 89688-5812,AP,SILVER,item_32,Buprofezina,top products
user_171,Nicolas Souza,694.424.736-87,(93) 84236-6375,RO,GOLD,item_2,Tiodicarbe,top products
user_171,Nicolas Souza,694.424.736-87,(93) 84236-6375,RO,GOLD,item_25,Spiromesifen,top products
user_171,Nicolas Souza,694.424.736-87,(93) 84236-6375,RO,GOLD,item_32,Buprofezina,top products
user_172,Ana Martins,397.371.229-22,(39) 23012-5305,PB,SILVER,item_2,Tiodicarbe,top products
user_172,Ana Martins,397.371.229-22,(39) 23012-5305,PB,SILVER,item_25,Spiromesifen,top products
user_172,Ana Martins,397.371.229-22,(39) 23012-5305,PB,SILVER,item_32,Buprofezina,top products
user_173,Yasmin Rocha,641.325.242-91,(76) 73136-6314,AL,SILVER,item_2,Tiodicarbe,top products
user_173,Yasmin Rocha,641.325.242-91,(76) 73136-6314,AL,SILVER,item_25,Spiromesifen,top products
user_173,Yasmin Rocha,641.325.242-91,(76) 73136-6314,AL,SILVER,item_32,Buprofezina,top products
user_174,Karen Nascimento,431.780.938-59,(39) 72183-4818,RO,SILVER,item_2,Tiodicarbe,top products
user_174,Karen Nascimento,431.780.938-59,(39) 72183-4818,RO,SILVER,item_25,Spiromesifen,top products
user_174,Karen Nascimento,431.780.938-59,(39) 72183-4818,RO,SILVER,item_32,Buprofezina,top products
